date,close,high,low,open,volume
2025-12-19,2572.32080078125,2649.413832062105,2561.478136105831,2586.3468558738487,31422557
2025-12-22,2596.294189453125,2632.6025181562054,2516.7142909258264,2566.352155488798,5056617
2025-12-23,2595.796875,2616.189224468289,2574.4097767771605,2599.278495640928,1373947
2025-12-24,2626.733642578125,2651.0054148994377,2592.9121851272503,2596.294233728905,2419891
2025-12-26,2615.990478515625,2634.0948583510008,2587.341664112897,2626.136867842388,689912
2025-12-29,2644.9375,2674.879536168605,2603.158050197441,2616.189356684058,1181473
2025-12-30,2627.429931640625,2644.0421872552,2611.513951581904,2635.0894484721684,437805
2025-12-31,2647.1259765625,2663.937133172096,2627.1314296891355,2628.026606414208,714252
2026-01-01,2617.97998046875,2651.0055925623474,2599.6764565535364,2646.031848486245,366321
2026-01-02,2648.22021484375,2669.905787321433,2610.2208591398808,2618.178849564088,752687
2026-01-05,2663.638671875,2670.403011927852,2610.419613898416,2644.6391165181344,536132
2026-01-06,2681.44482421875,2689.104341012251,2634.094686635792,2634.094686635792,512484
2026-01-07,2681.544189453125,2704.721884182048,2666.026254479332,2680.8479138913635,369458
2026-01-08,2704.125,2710.8893403097168,2666.921492584444,2685.523246292222,626658
2026-01-09,2650.806640625,2702.9313804012536,2615.3934863376508,2690.795493659609,551374
2026-01-12,2615.59228515625,2635.189029960841,2573.4150349925003,2635.189029960841,680295
2026-01-13,2657.769775390625,2668.413538510263,2600.3728207295208,2608.231238760078,529889
2026-01-14,2721.632568359375,2734.564302054065,2646.0316636827256,2651.005407411453,551849
2026-01-15,2721.632568359375,2721.632568359375,2721.632568359375,2721.632568359375,0
2026-01-16,2920.0849609375,2956.393290378556,2767.888401910609,2795.2439925853773,2826103
2026-01-29,2913.800048828125,2942.800048828125,2820.10009765625,2829.0,363609
2026-01-30,2972.60009765625,3012.0,2872.10009765625,2914.699951171875,658235
2026-02-02,2931.89990234375,2949.89990234375,2863.0,2900.0,193016
2026-02-03,3061.300048828125,3131.0,3030.0,3030.0,1018940
2026-02-04,3055.39990234375,3119.800048828125,3040.0,3119.800048828125,549033
2026-02-05,3098.60009765625,3129.0,3020.89990234375,3061.0,532341
2026-02-06,3060.60009765625,3122.699951171875,3040.10009765625,3114.0,208351
2026-02-09,3018.39990234375,3075.10009765625,2966.300048828125,3060.60009765625,413802
2026-02-10,3057.10009765625,3090.0,3006.199951171875,3050.0,215393
2026-02-11,3045.199951171875,3086.89990234375,3032.0,3065.0,434254
