date,close,high,low,open,volume
2025-01-14,444.0,444.0,362.1000061035156,370.0,14675829
2025-01-15,532.7999877929688,532.7999877929688,474.0,480.0499877929688,15708737
2025-01-16,516.25,564.0,492.8999938964844,550.0499877929688,6032301
2025-01-17,597.9500122070312,619.5,506.8999938964844,507.0,15303686
2025-01-20,540.0,590.7999877929688,510.7999877929688,579.0499877929688,4136783
2025-01-21,544.0999755859375,573.0,524.0,559.0,3291252
2025-01-22,513.7000122070312,552.0,485.2999877929688,552.0,2009120
2025-01-23,544.9000244140625,582.7999877929688,487.7999877929688,503.0,5288421
2025-01-24,520.7999877929688,544.7999877929688,506.3500061035156,529.0499877929688,2491491
2025-01-27,498.4500122070313,521.7999877929688,487.2000122070313,518.0,1058959
2025-01-28,457.7999877929688,510.1499938964844,445.0,500.0499877929688,1757954
2025-01-29,522.75,529.9000244140625,456.0499877929688,458.75,4148484
2025-01-30,532.0999755859375,564.5,518.5,526.9500122070312,2438239
2025-01-31,554.5999755859375,563.2000122070312,513.9000244140625,524.7000122070312,2061084
2025-02-01,544.0,583.4500122070312,524.5999755859375,552.0,1789024
2025-02-03,537.3499755859375,572.0,525.5,530.0,1317810
2025-02-04,644.7999877929688,644.7999877929688,545.0499877929688,545.0499877929688,6873879
2025-02-05,656.5,709.0,628.0,695.6500244140625,10076439
2025-02-06,715.6500244140625,744.0,647.2999877929688,656.5,17771938
2025-02-07,697.2000122070312,724.5,686.0499877929688,700.0,6849737
2025-02-10,557.7999877929688,677.0,557.7999877929688,677.0,3676240
2025-02-11,508.8500061035156,535.0,462.6499938964844,510.0,10515813
2025-02-12,568.1500244140625,610.5999755859375,502.3999938964844,517.6500244140625,19232341
2025-02-13,570.9000244140625,618.8499755859375,548.5999755859375,564.0,20435726
2025-02-14,507.75,554.0,501.0,511.0,13005360
2025-02-17,496.0,536.0,480.2000122070313,518.0,16365779
2025-02-18,498.7000122070313,526.5,485.0,503.0,9102130
2025-02-19,498.75,522.2000122070312,483.6000061035156,493.2999877929688,5552435
